,text,sentiment
1590,best buy cuts apple inc ipad prices to boost sales http t co ca m oiayb ,1
1716,dear please find a solution to this it happens with all of your cords http t co msnp pi o ,0
1216,aapl reiterated target raised to by bank of america merrill lynch aapl brief explanation here https t co ckzlf v ,1
3485,thinking of upgrading to twice http t co du mpaw ri it s not for everyone ,0
3632,why needs to love the aapl http t co nooeda izt via ,1
1741,details of the inc motley fool http t co rdtjnitaus,1
1821,for this problem we can blame anybody we like who else joins the roster ,1
978, onerepublic what i was thinking today after nearly two years mine only lasts for four hours now ,0
1682,confirmed bose speakers returning to stores http t co fbmi ilpno http t co nv juwktyc,1
3673,why isn t there a vomiting emoji yet http t co iqxtsxmuck,1
2533,report apple s hiring fashionistas help flog its watch aapl http t co ufzcw ocr,1
3497,those pick up slack you fuck boys ,0
452, apple accused of deleting songs from without users knowledge http t co hujk yawto,0
455, apple all this despite the fact that the mpeg component came with my purchase of final cut pro ,1
2231,i ve tried turning it off and on what s my problem here http t co hysbbxpvz ,0
1660,cnbctv takes the stand http t co wnsstkaamm,1
1885,got new cases http t co zfgt vpjmz,1
2585,rt why don t we have harry potter emojis please work on this ,0
2646,rt my autocorrect changes muslim to awesome and i m okay with that,1
137, aapl best steve jobs emails ever http t co g kl tx,1
503, apple get your shit together ,0
2453,now this is a nice and handle http t co atwwa ch s ,1
4, aapl browser share http t co s svpyspjn,1
1049, sometimesboring also wtf i dont even live in kirkby,0
2159,iphone shipping drop to days aapl http t co bu wzq ee,1
364, wa haha techs seeing the cookery should jump at opportunity ,1
1640,certified by partnered with business collaborated with now http t co mvhmioln,1
3532,trapping case of apple inc app store http t co qunmebws ,1
442, apple its best and apps of the http t co dizhjbzbkn,1
3611,what s at the core of new excellent updates for your phone s http t co pvo zvdq ,1
1064, stevewoz personally i am excited about projects like gravity and things in development even though i only own ipod ,1
1123, ceo mark zuckerberg criticizes apple http t co ifdorjf u http t co dxvzfy djv his iphone bend lol ,0
2574,rt please educate us,1
1175, left what even is this shit ,0
1843,fuck this is the third charger i ve broke in like two months u suck and you know it,0
863, jimcramer what is going on with ,1
1113, thehill what a joke justice dept should prosecute killer wilson in pursuit of justice is not over ,0
1775,even with apple watch delayed i m my aapl price http t co ,1
3685,will apple inc profit margin continue upward http t co ,1
925, mrbeagleman coffee s not even fair trade ,0
2476,options outlook amid heavy week of economic events http t co j hj f sg ,1
3376,thank u i can now compile all of the pics that i communicate with in one place http t co tq lo oya,1
3312,since steve jobs left this world i have been having problems with my is done http t co e ylhjtk ,0
434, apple plans to mini version in http t co pq ngqfdb ,1
3353,steve wozniak on the computer and working with steve jobs http t co wlyzu via ,1
3563,waiting a week for a duns number is preventing me from being able to build and release a client s ios app why do you hate me so ,0
3590,wells fargo continues promoting apple pay with new advertisement http t co xarm wri ,1
178, apple to expand in by opening new stores http t co rzhmzoqe v,1
1712,dear if could do it you can too http t co l vbg jxcl,1
1207,a lack of equal access to technology places students and minorities at a disadvantage education is the great equalizer ,1
341, why do your computers like to crash on dead week before finals ,0
1615,bose products reportedly set to return to store shelves as early as next week http t co fqnkd rsdt ,1
1074, swansonbirds just saw this one on http t co lkvkj kkrp,1
752, cleosbaby you good coverage w nofear,1
1647,check out your local store amp pick up our smart this season http t co zdx u fodx http t co gifpyqcuww,1
2439,no today charger broken help please what can i do ,0
3514,torn between and for my next phone secretly leaning towards the note ,1
986, onerepublic you all are ready to go ,1
1721,dear get your shit together,0
2238,jmp raises apple price target from to reasons why here http t co xotexd y o ,1
2019,https t co rzoxmdypg fully explains our airplay trouble fix your shit ,0
608, apple should buy and get emulation characters game content portfolios brand recognition and developer contacts ,1
477, apple from rival services http t co a vo e g f,0
2748,rt shout out to for making crappy iphone alarms that don t go off and make me late for my final ,0
562, apple make sd cards so we can add memory to our iphone because we all know you won t allow sd cards until you profit from it,0
1822,forbes no plaintiff as apple court ipod owner isn t in class she http t co uxcdawqhqa,1
2381,my ipod s shuffle has taken me from to to what s next ,1
1027, sashametro happy to help if u use kind words using apple process is free and fast http t co qqgqokjaxe dm with ,1
3592,we re out here taking bluetooth calling to a whole new level where you at http t co ywvxcwwnww,1
2383,my laptop battery went straight from to ,0
2303,loving my even though i ve hyperextended my thumb reaching for the top apps ,1
3076,rt your app success story from member go global with http t co sfeap ap ,1
309, how can anyone logjn amp reorder my tweets i have step auth don t share passwords amp said i ve no malware ,1
1433,apple intraday comments updated premium users http t co g tedlcb z,1
717, aydlettgwyn please educate us,1
2285,lmao oh my god why the fuck did it autocorrect it from to ahahahah u ghetto child ass youuu http t co h x ycwx t,0
2245,julian still bullish on apple inc http t co ,0
1194, companies growing faster apple inc http t co pgcg ckjk ,1
788, engadget why are apple users surprised tells them how to hold their phones what s on their phones amp what they can listen to ,0
607, apple sets its own timetable rather than chasing the by focusing on http t co bfu msx on ,1
2079,icymi ipads are changing the way children learn in the classroom http t co ml t rbg ,1
2405,my phone went from to please tell me how that is mathematically possible,0
1632,can i turn auto correct off ,1
3565,walked into work and seen this who tf traded in a bent up ass iphone yall needa fix this shit http t co ad aqig ,0
2331,mark zuckerberg s newest frenemy cook motley fool nasdaq has taken a h http t co vov feizkt,1
1794,final for monday december http t co m kpdgqeyy,1
1262,apple fibonacci levels intraday pre opening aapl http t co lbceqvs e ,1
2093,if you offer feedback on their messaging program the webpage is from ichat so like http t co vw dpeb fh,0
1662,cnbctv beats http t co ux vyszhhu,0
2309,macbook pro non retina first startup http t co l rk olq via ,1
896, losskitty its always like that with new products from apple,1
1070, surface maybe good product but never better then macbook air it s a fact,1
3441,the king of the phablets apple s iphone plus is bestseller for past three months aapl http t co vnp xebow ,1
1275,apple fibonacci levels intraday update aapl http t co b peb edkq,1
1586,been waiting days so far for to approve the new app for should be next week ,0
2399,my phone is so slow now that i updated to ios im so angry fix this,0
2373,my ipad is playing disgusting music and i cannot make it stop help ,0
2111,i m short on with on the ,1
2072,i went to to buy an was told although in stock i had to reserve and return tomorrow to buy goodbye http t co hzet xk h,0
1357,apple hints at work on vr gaming amp user interfaces for future products oculus and leap experts wanted aapl http t co hnnaxwnema,1
2201,it is such fucking horseshit that i have to install chrome just to watch on my mac hey when are you going to fix this ,0
2506,please don t go the way has gone with their ios notes we deserve to know what s happening with our gear ,0
1263,apple fibonacci levels intraday pre opening aapl http t co e saonnelg,1
3648,why did send me a new computer today and it is broken ,0
748, ch ng li i ll take a look at that i m fed up with ipad well amp truly ,0
2655,rt steve job s deposition in lawsuit could cost billion http t co vdxwvxkpe ,0
1228,ahhhh y el store of course ,0
3253,rt can survive the holiday investors say yes http t co n qhpim k,1
626, apple was normal use no abuse wrapped it exactly as you instructed me to is a fire hazard you should replace it ,0
791, facebook founder attacks boss over comments http t co pverwexjv ,0
1744,did drop maps for good maps now rolling out on http t co xy a lqgu http t co focf udz ,1
1675,cnbctv what s driving down http t co iltpjfxazv ,1
988, onerepublic if you ll get it from i want one too ,1
1824,foreign currency exchange may be a headwind for apple aapl http t co gitfxqs j,1
1059, stevewoz apple stock has doubled since steve jobs death and increased x since his return in the late s,1
358, rage when dealing geniuses when they maintain not a known issue when a simple google search shows it s a big ,0
1013, but these phones make people fat lol,0
756, cooolestnerd what concerns me co s are in a position to do so much good for pocs ,1
2236,jmp raises price target to street high on strong apple insider http t co qbgp vm re,1
745, caseypieper i heard monster was the hebrew devil lol,1
2092,if you listen to you d think the only way to keep your brain sharp is thru certain apps they provide sell uh reading muhfugs,0
3613,when a company is playing catch up it lost its innovation momentum sorry http t co jsdeyipnek via ,0
1316,apple again orders app developer to remove a useful and popular feature http t co aj obsnjd via dictatorship ,1
3556,updated to yosemite on two machines both are now painfully slow ,0
1460,apple lower as analyst sees of sharp production cuts for iphone plus in q aapl http t co sqetceojpq,1
644, apple what english is this what do you mean http t co pzb o kvj,0
656, apple why is your nyc grand central store so bad when it comes to service th street is much much better ,0
665, apple y all should put the apple symbol into the home button on yalls next device,1
640, apple watch sdk and why you should download as soon as possible http t co mbqvlu ba,1
2325,mark slams you don t care about your customers http t co hwdmproigt http t co j kpmili,0
1127, twitter n more in race to win payments what s future of start ups ,1
493, apple fuck u n this weak ass iphone,0
584, apple pay compuserve btc the internet,1
3277,rt even the flagship store wasn t spared a visit from the protests http t co xeudg ran ,0
290, xcode source kit crash in swift getting annoying now ,0
906, marxculture ugh i m no longer a dev remember i now wear a suit oh wait i don t like suits yeh i ll probly do it ,1
827, headxcreeps fuck you apple,0
3578,we hope doesn t use glass for their new store in we are afraid and will break it ,0
727, blackberry i kinda feel sorry for tho with your last product guys ,0
1557,apple s pt raised by jmp securities to outperform rating http t co omcdscu d aapl ,1
2025,i applied for of social media opening i have a leg up because of my twitter skillz i am like the mark twain of twitter ,1
1453,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co lt wtowpd ,1
1223,after may ban some products fearing http t co ujuz swqgd http t co djc keuqp,1
1942,here s why won t be a dollar company according billionaire vc jim breyer http t co tqvm v yb,0
2305,loving the samsung one with kristen bell watch the weekend s new ads from and more http t co zqmtq wzes,1
2048,i have no more storage left fuck you ,0
3504,t mobile iphone lte calling problem work around http t co egyfohexk http t co mwdefrbvzj,1
655, apple why is it that your iphone s alarm fails to work sometimes i missed bonus points from a class because of this sooooo annoyed,0
1321,apple bears get fat payout from stock swoon the second plunge aapl http t co ,1
1817,footage of the apple computer running http t co ntgfnjwz g,1
1967,hey every time you update itunes you make it worse and worse ,0
2460,ok seriously when is going to fix ios i m still missing music ,0
1684,congrats i mean he wasn t using right http t co a khn hzk ,1
1387,apple inc plans build amp development facility in japan http t co cxmmwgzcj ,1
2237,jmp raises apple inc price target to on strong demand for http t co somv lx ao ,1
2697,rt apple watch on for february underway aapl http t co vjowvvdfx ,1
505, apple gets patent to prevent cracked screens by rotating as they fall http t co u mhiogjj http t co kr knunqt ,1
1409,apple intraday comments new premium users http t co g tedlcb z,1
657, apple why isnt the wwa movie on itunes,1
3255,rt dear can you please create a middle finger emoji asap sincerely all iphone users,0
525, apple i fucking hate you http t co xrxxk rdot,0
3710,yeah i ll definitely be going to the store after finals damn mbp graphics card failing again this is bullshit for a computer,0
693, apple i salut you photo http t co nmwlvzvjhs,1
887, landonboyd wheres the lava lamp emoji ,1
1066, stevewoz watcha doing there with the soldering iron woz at and the ii computer are you swapping caps ,1
2706,rt plaintiff withdrawn in ipod antitrust lawsuit aapl http t co ncmrj quql,1
19, aapl apple s share have benefited shareholders by billion http t co xhkqfr wht,1
201, condoseniors said needs to supply condo with dedicated tech so many issues with iphone imac ipads warrants it will eat well,0
3671,why isnt group facetime a thing wtf,0
2389,my new mbp is freaking awesome ,1
811, gmoneyizme how so true making sales off their accessories ,1
1008, quailman u was bored huh,1
1974,hey how about you teach your people how to use pay ,1
1495,apple approves plans to expand network in india with new stores aapl http t co fn benxhmi,1
1892,great attachment means we can watch awards via via my http t co lgk z pi f,1
1306,apple fibonacci levels last intraday update aapl http t co tlzxolfzg,1
2491,pencil skirt and pacifier all about the leather http t co vrrxo sv c,1
38, aapl a lawsuit asks whether apple used itunes for price fixing http t co kxphcf k,1
1443,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co hcmixoo ,1
2487,paid for a new charger and couldn t b more pissed about it this is rape ,0
1485,apple safari and http t co sioukqbs t ,1
2525,really your search tool is useless nut kicks http t co kqh bepbu,0
291, tomorrow ,1
282, wearabledevices you re putting me on http t co essgn wsv via ,1
2029,i could punch whoever came up with the new commercials ,0
675, apple yo when ya coming out with the charger case for the hurr up,0
732, briankardell apparently even the info if a bug is going to be fixed must be kept secretly apple says f you to devs ,0
3264,rt jh hines staff with their newly issued macbook and ipad mini http t co yjicjbxh ,1
983, onerepublic working hard for album ,1
2375,my iphone finally came after almost weeks don t think i ll forget this ,0
799, fazenikan wrong homie,0
2580,rt pioneer bill fernandez on glass oculus and the look of the future http t co ysvkfs h a ,1
734, briannaurie autocorrect is so shit too,0
2197,is there anything more maddening than notifications re appearing with app upgrade ,0
3668,why is there no salt shaker emoji ,1
3545,ubs sees more apple iphone sales aapl http t co wyawcvlvne,1
155, apple earns more in on quarter than has earned in its lifetime http t co s mbqkcht,1
1979,honestly fuuuuccckkkk you http t co av vreguj,0
1036, shampeau ultra ok i have some research to do i ve seen the coffee white blue,1
2196,is now a good time to switch to drive http t co xdszpusywq,1
2496,photo caf mac check shady groove check for not being a techie i seem to frequent http t co ,1
1652,chinese smartphone maker claims copied iphone design http t co iuzewx jue ,0
3409,the enterprise developer agreement is wait for it seven hundred and nineteen pages ,0
514, apple have patented an drop protection mechanism is the is end of http t co http t co v j cpyyy,1
1105, ust sayin is still the king ,1
2659,rt i ve tried turning it off and on what s my problem here http t co hysbbxpvz ,0
1237,all they do is steal your money ,0
2022,hurry up working hours a day on this laptop is killing my neck ,1
3463,there is a lot more that goes into building a brand you don t becom just by picking a good name ,1
2226,i ve been considering suing for putting that shitty u album on my phone,0
759, cyrus t virus good god lmao burn daytona to the ground,1
1748,die ins staged and gives me food for thought and peaceful demonstrations ,0
720, azakfeverafc phone is awful why is there a green line need a new one sort it out not on af,0
3663,why i hate apple http t co ibpyjxaouw ,0
1023, sammcmanusss idk it just happend though,1
599, apple retail locations to offer free coding workshops dec th as part of hour of code http t co yvxawpyjb,1
2161,iphone date with most needed features aapl http t co jmaqkj rj,1
1392,apple inc price at close december is ,1
3266,rt if you think should approve this emoji http t co mi sktkaye,1
943, ohiloveariana damn i wish i could get u an iphone so we could imessage but i don t have enough money damn damm damn ,1
969, onerepublic maximally concentrated brent ,1
3228,rt department cites th century federal law to get to unlock iphones http t co wy zi xqtf,1
1319,apple antitrust hearing will continue despite every plaintiff being disqualified aapl http t co swg fguyu ,1
2084,if only knew the amount of people rolling back to mavericks if they only knew but they do don t they aham ,1
123, aapl new far apple patent next iphone may demonstrate a c http t co ce dwgbhz ,1
3736,you ll be back in my life soon ,1
1097, it s all a game it s the continuation of the occupy clown thing to relieve the s drugs sex etc,1
218, iphone grabs of u s sales http t co bitmwu e f,1
3546,ugh so annoyed chargers in the last weeks i hate you ,0
101, aapl here s perfect gift for any apple fan http t co unpto gjbl,1
1493,apple stores recruiting fashion luxury experts ahead of apple watch debut aapl http t co ad wcbyfra,1
36, aapl apple could have fallen yesterday http t co rvjreh ijf,1
3061,rt have apple s ipad sales peaked http t co zdutviv ys,1
1160, zagkmerrick thats not their twitter oh,1
1350,apple devices clobber androids on cyber monday but underdog is catching up aapl http t co ttlm apm y,1
2304,loving the os update for my mac ,1
585, apple planning to open istores in india http t co hhrlhfcdup,1
2738,rt why is my computer so slow,0
772, dougluberts is it the gb version ,1
2410,my cellular hell http t co gs wnwmawu http t co auhhlb plv,0
2052,i just got this charger like weeks ago what the frick ,0
2387,my marketing muse of the day most technologically advanced solutions that win are all masters of ,1
1560,apple s cooke hits nail on head http t co c f rfgx http t co cbhuaqbrl,1
1934,here s next great business http t co l ifhyexqa via ,1
128, aapl pale hoarse steve jobs defends apple in videotaped deposition in ipod http t co snmpsx tdo,1
2707,rt iphone plus will be huge in china spring aapl http t co n hbzsuvj,1
1217,aapl reiterated target raised to by canaccord genuity aapl brief explanation here https t co qs o lkvgn ,1
14, aapl might invest in to increase plus increase production multi folds in ev cars suv s by most of us amp china supercharged ,1
3676,why the fuck is there a deleted photo album ,0
2426,new post on my blog got new cases http t co s xrrxr uq,1
2521,puzzle game of light named app of the week available for free ios blog http t co nzi m jtf ,1
2577,rt needs to be a flag emoji ,1
3712,yes now is a perfect time to lock my screen and install a software update without asking ,0
59, aapl apple inc aapl falls for week because of monday morning drop http t co ut kwzukc,0
1313,apple acted unfairly in suppressing digital music competition paul kedrosky aapl http t co xtbfhpbyf ,0
1483,apple final cut pro and xcode mac blog http t co ljosiwspy ,1
1303,apple fibonacci levels intraday update aapl http t co z bqwxee ,1
2668,rt done with this iphone plus apple or sprint giving me my bread back ass phone full of fuck ups ,0
322, heads to trial over digital music claims appl ,1
1022, samjam agreed have to give props to for battery life on new iphones it s so good ,1
1981,hope store arndale could pass on to the staff member staff thats visually impaired she is an inspiration great work ,1
3397,that annoying moment when you realise that your has a bend in it on one side ,0
52, aapl apple deleted songs from customers ipods http t co ieyvcmygav,0
1125, tschwettman is worst day of my life,0
1179, i ve got one question for yall who is the genius who decided capitalizing random words was a good idea bec it wasn t a good idea,0
3342,steve hayman national consulting engineer presents on app development at http t co yinirnoc,1
1007, pwilke ughhhh can just see itself out already ,1
1307,apple fibonacci levels last intraday update aapl http t co um voaytlq,1
904, markzuckerbergf of and tim cook of are sparring but can we plz talk connectivity on the web http t co akfhp pl x,1
2416,new patent from primesense covers kinect style d space mapping http t co via ,1
458, apple announces its top apps of did your favourite app make the list via http t co raax wp q ,1
595, apple really need to up their battery game because ain t no one got time to charge their phones ,0
860, jessicab fight fight fight,1
2568,rt u need to get ur fucking shit together and let me txt while on youtube,0
570, apple need to come out with new emojis perhaps one that is a claw,1
283, whoknew why isn t on http t co hmsbwjel k ,1
2299,love the is supporting with workshops http t co wp d fnjnu,1
2350,morning or should i say evening now that replaced my crimped cord http t co xoafbfkqtl,0
1782,extra off on ipad air using app http t co wdeahzg ,1
1081, swiftkey too bad all third party keyboards on ios are buggy as hell and therefore completely unusable undeserved ,0
1058, stevewoz steve woz sits down with an ii computer and https t co ygjzxrodxv,1
619, apple technology is becoming very undesirable glitches are constantly stopping my from working,0
3703,yall chargers weak yall needa make iphone charger otterboxes for the cord ,0
3331,so which suppliers carry brandable compliant adapters ,1
500, apple get it together,0
2563,rt and replied ari,1
1456,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co ,1
57, aapl apple heads to trial over digital music claims http t co vopysuivki,1
3576,way to go http t co mcgsyxs eq,1
264, siri integration hiring maps engineer to work on improved community http t co vmztqbcims,1
1749,disgusted with advertising for the ipad air ,0
1452,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co krbyfkd si,1
1188, looking at it now especially with declining sales it looks more like just decided it wanted samsung s piece of the pie,1
864, jimmymujaj it works again fucker not being a hoe if it s only one person smd,0
2001,how is interpreted as me again annoyingly soon when ios apps ask to be rated tell your devs never means never,0
2040,i hate it that my office email s not pushing emails now it s fetching but on my settings it says push ,0
2450,not sure if i want the or the plus http t co bxjgpudtc http t co wpag bqwkp,1
1707,dash now accepts for making this happen http t co oxwmavcscn,1
3630,why stock had a mini flash crash money morning nothing the analysts suggested would make a widely held http t co ihmonrcekx,0
1326,apple ceo cook comes out as gay http t co eufqqpmjj via ,1
460, apple awarded reality devices w http t co uwfnvajgu http t co yuhqsr lob,1
3682,will pay consumers billion for deleting music apple inc nasdaq is currently embroi http t co nejkr eb,1
742, capitolization i believe they are only online but you may be able to to store ,1
1633,can someone tell me why i now have to reset my appletv every other day interesting that there s a ir remote code to reset the box ,0
3090,rt protesters stage protests in store in nyc is it me or is this anger misplaced if you agree ,1
1471,apple partners in india to reportedly expand operations with stores aapl http t co g rgppwuen,1
852, jakeflem yeay glad it all worked out for you ,1
269, sunrise wow what a sunrise this morning http t co niaotlavy,1
440, apple and wozniak s garage myth iphone c http t co o cqfqgmyv,1
3319,so just gave me a huge middle finger to the face,0
1388,apple inc price at close december is ,1
1065, stevewoz new patent anti grqvity will reorient phone at g when a drop is detected to help protect saphire retina screen,1
179, apple to expand in by opening new stores http t co xnuyh bhwb,1
3418,the year old who down has nabbed backing from a star http t co v hm z pxo,1
998, pcaudiolabs is in and is out at emanon apple was premium product now it is an average product with a premium price ,0
1948,hey can you fix safari your queryselectorall so jquery unit tests pass https t co atzhzxwgu http t co ggpget ,0
3439,the iphone plus will be huge in china spring aapl http t co n hbzsuvj,1
1523,apple facing a challenge from google s android http t co apqd jwn b ,1
2009,how to make special again http t co eiap kmelu,1
3374,terrible service at store in bethesda md second time will buy my new ipad amp cover at ,0
2222,it s your battery that s dying and long live apple that will sell you a new battery for or a new iphone for ,1
3335,spent eur at apple iphone camera no longer works i got water in it i did not unacceptable customer service ,0
979, onerepublic plane is amazing you look so cool yes we all need this battery write me for this list ,1
1686,congrats fda cleared smartphone connected thermometer stores http t co olzz natwg http t co o pciijew ,1
2698,rt apple s dilemma with apple aapl http t co pfxeuxeu u,0
2664,rt i ve tried turning it off and on what s my problem here http t co hysbbxpvz ,1
2619,rt why isn t there a dreidel emoji ,1
403, apple lawsuit will reveal unseen steve jobs video http t co nef qogbhe,1
1871,glad i m getting a non computer four macs in a row http t co klr gfao n,0
1077, swerviinnn multiply by ,1
457, apple and the support i received for my ipad tonight was ridiculous going in circles with no solution smh,0
1938,here s apple s next great business aapl http t co crci dhh ,1
1718,dear all i want for xmas is for ios to stop crashing my ipad signed cindy lou who of whoville ,0
3507,today s show on demand features on opening in amp hot at http t co rkhubwerjx,1
2004,how many products does it take to write a paper photo credit iphone http t co qbtdib lo,1
1945,hey i m not a fan of your latest commercial ,0
1786,fantastic service today store thanks to all amp esp zach for sorting my battery problem so quickly amp efficiently ,1
1078, swerviinnn you are very hostile tn,0
1530,apple dec daily profit sh weekly profits of sh http t co az svkm id,1
3287,russia could ban apple inc iphone for lawmakers http t co avw r p c ,1
3360,stock moving on wmt and uber news money morning company reported more than bil http t co bq jgdbo k,1
1803,finally got my iphone such a relief after using my for months ,1
1445,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co buyvsrgqy,1
2641,rt why can i just date me why can i clone me come thru ,1
314, and refuse to make full federal workforce diversity data public http t co liir tpjs ,0
893, listen lena x bonus airmiles right now ,1
3605,what actual fuck ,0
606, apple seems to be nailing it with building on their success amp brand https t co swwzga o ,1
2637,rt new ha blog post gt gt gt final for monday december http t co fo nrhff,1
2268,last month ip cable this month earpiece give me a break ,0
1200, apple could have fallen yesterday aapl http t co bhjftcy fn,1
2323,man the app on is some hot garbage ,0
1986,how apple is crushing google on mobile shopping aapl http t co ,1
118, aapl jim cramer why is not the bubble we saw in http t co yag hunbta,1
3367,take the stress out of looking for christmas presents amp get a student discount at http t co ulqhvlvzly http t co vouta gb,1
298, aapl iphone manufacturing costs show huge profit potential http t co gajnpgsunw,1
2436,no no when i make an i phone album i want it stay on phone not be removed when camera roll cleared get it ,0
874, justinraimondo is into actions against police as praetorian guards working for the unaware rich ,1
61, aapl apple inc and facebook clash neither is wrong http t co uuvn tkrrs,1
3701,wtf my phone is in do not disturb and i m still getting notifications fix this shit ,0
1031, schreier yes it surely is a smart game even peak is good,1
2160,iphone plus availability and wait update aapl http t co qdjlbaw dz,1
541, apple i m so done with your products like what kind of a facetime call is this http t co lxki qrlc ,0
2718,rt engineer makes printer from http t co tvkzzb http t co nvboa ad n,1
491, apple fix your apps if i click play it ain t playin so it ain t really a play button is it ,0
1144, waywardhem i was thinking about this the other day i wish it would come true ,1
3695,wow b valuation would rank it no in silicon valley behind the likes of http t co nlfvuj ry ,1
2090,if you can t make or receive calls on your iphone you might not be able to make or receive calls on yo http t co bqhlakdrz ,1
970, onerepublic my babyyyss,1
479, apple deleted users non music and didn t tell them about it http t co uyt epdltw via ,0
1720,dear can yall please stop making yall chargers cheap pieces of shit i m tired of having to replace them every monthd,0
2153,iphon rivals by samsung lg htc suffering delays in qualcomm s bit snapdragon answer to apple s a aapl http t co vb rl rso,1
2202,it looked like was going to be down again today but it made a turn for the positive ,1
23, aapl shorting apple love the company love their products everybody admires apple but the capitalization is way too wild ,1
186, apple kantar s data points a huge december quarter http t co qwexnz j ,1
416, apple next big thing wireless earbuds aka earplugs with sound soundplugs,1
1891,gotta love the genius bar for your help alex apple store suburban square http t co olfpz m qx,1
1517,apple matches increase in earnings q eps in app donkey stocks on your https t co cbugrehzs,1
3436,the hell does this mean one day skype won t let me login now i can t even open the app http t co segfvq mzx,0
3608,what the hell is this gbs of data on my phone ,0
674, apple yo this genius bar shit is worst than the dmv get it the fuck together,0
754, coachella to have technology,1
1785,fans scramble for classic the music player killed off http t co arjjvui b ,1
3024,rt new patent from primesense covers kinect style d space mapping http t co via ,1
3412,the fes is the coolest piece of yet sorry http t co rsjsmkf by via ,1
1090, most of these stooges have no idea why they re even out there is occupy v ,1
2253,just need to come out with a charger cord that keep a charge amp don t fall apart http t co vz hdbmzlu,0
2015,http t co grr bufpks follow http t co z vbvo gy,1
1833,free s o for this nice ipad,1
1542,apple s iphone lead still longer previous models aapl http t co wrrklcxvn,1
985, onerepublic yeah guys,1
1253,another fucking software update really ,0
350, unseats in u s classrooms as beat ,0
3512,top expert consensus for aapl is moderate buy https t co fvkricdedz ,1
2364,my cat only chews cords such an ,1
1679,comparison between maps and maps http t co fyzgwvm nr ,1
1371,apple inc deleted non itunes music off ipods http t co ue jam vc ,1
3404,that s what happened to my music deleted music from customers ipods http t co zvjoangfik,0
3366,survey feedback on iwatch positioning as a fashion accessory over geek centric gadget http t co xsma r j http t co lrpnznr ry,1
1671,cnbctv day antitrust trial http t co fqroudzyow,1
484, apple duck off,0
1218,aapl passes billion in market cap and setting a new record details here http t co ucxw zsrpz ,1
285, will head back to ideology with in http t co wpplcjgeyf,1
1501,apple to support a new franchise of ios stores in india aapl http t co lcaqyft,1
1290,apple fibonacci levels intraday update aapl http t co pbivbgnmn ,1
1919,happy monday my camera on my fancy suddenly stopped working this weekend so instead i meme http t co xdysgcxuuv,0
1723,dear karen wins for best customer service ever she waited on hold for minutes to help me while i waited on hold w my bank,1
3378,thank you ,1
1024, sampepper can not believe that are still with you given the nature of what u have been accused of disgusting ,0
1937,here s picks for best apps and games of http t co bwd k gv,1
1455,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co n h hsnst,1
2464,ok i finally decided to buy this big to phone grey by normally more excited http t co gawgkdjuuf ,1
278, verr cktes zum watch http t co bcjwu za r,1
2250,just explained to my kids if made their bunkbed we d have to get a new one every two months ,0
1120, tim cook not happy with backwards compatibility should be a given it is for my other apps why not aperture money grab ,0
3318,smartphone tablet to become home automation hub how can any wireless protocol beat and ,1
435, apple plans to mini version in http t co s pqzlbsg,1
3416,the most important differences between and http t co vsxucx vyx http t co huq qpt,1
2687,rt apple bears get paid as put contracts double amid drop aapl http t co xdr sve gm,1
3475,thestreet why even is surprised by the enormous demand for the http t co liicdmsvsj,1
3437,the iphone autocorrects beyonc to the proper spelling with capitalization and the accent you took you long enough ,0
1546,apple s iphone gained significant share in us japan germany and great britain aapl http t co kouglozpz ,1
3624,who knows someone that works or has worked in cupertino ,1
1896,great piece from on amp the new store profits from exclusive content go to http t co ffobuzq vi,1
3446,the only reason i have an iphone is because of imessage bruh make a better battery,0
2130,in the world of bit chips blow away at its best http t co ou pjfmp,1
3593,we re so excited to be named to store best of list this year http t co d qlmti uf ,1
236, kantar on for quarter as sales bump up its http t co hdmgr fwya,1
146, apple back in courts http t co sbfuah gx,1
724, benh ll great news hope your wifi gets sorted though ,1
2088,if i tweet about nandos my phone puts it in caps i like the iphone six it knows my favourite restaurant good phone gg ,1
3015,rt apple s pt raised by canaccord genuity to buy rating http t co nh vs lzoe aapl ,1
7, aapl to the non factual dumb followers stock drops points in one minute dummies ,1
3585,we will be in room at today presenting on our experience with dep and ,1
2177,is apple a symptom of a tech bubble could apple be overvalued b for apple s valuation https t co mssfgcqiaf ,1
2087,if i fail poli sci because of this fucking laptop i m suing ,0
357, i don t believe it matters if you think this anger is misplaced ,1
691, apple how does the word not have any synonyms attached in your dictionary application ,0
3434,the future of http t co mo dueyh http t co txhppuewp ,1
51, aapl apple deleted music from customers ipods http t co ieyvcmygav,0
1577,aye shoot me a space grey gb iphone right quick ,1
466, apple building massive new center in japan says its prime minister http t co lbekdp ckv,1
768, deet i m a rebel sometimes aka a luddite p ,1
1408,apple intraday comments last update premium users http t co ygvnjpjraw,1
558, apple love and its security features pls make it work with itunes eliminate need for my cc info i ll pay ahead ,1
2369,my ear deleted what s app during a phone call ,1
2011,how use continuity know your mobile http t co bf smnebee ,1
